,track_id, type, traveled_d, avg_speed
721,722, Taxi, 479.80, 20.710628
722,723, Taxi, 52.86, 4.285780
723,724, Taxi, 200.40, 13.213050
724,725, Taxi, 234.84, 27.628697
725,726, Car, 234.88, 33.289780
726,727, Taxi, 201.70, 13.804876
727,728, Car, 37.83, 2.960491
728,729, Car, 479.44, 21.203867
729,730, Motorcycle, 485.23, 40.249191
730,731, Car, 449.00, 21.157206
731,732, Car, 450.58, 38.620751
732,733, Motorcycle, 412.90, 21.114271
733,734, Car, 451.06, 21.088488
734,735, Car, 385.82, 7.318013
735,736, Taxi, 488.55, 22.548558
736,737, Car, 449.51, 14.071496
737,738, Motorcycle, 92.12, 7.209444
738,739, Medium Vehicle, 91.10, 14.259689
739,740, Motorcycle, 489.15, 14.625801
740,741, Car, 450.60, 16.827318
741,742, Car, 214.39, 16.079006
742,743, Taxi, 73.89, 26.078223
743,744, Car, 99.89, 9.933982
744,745, Heavy Vehicle, 358.48, 11.420551
745,746, Taxi, 286.99, 9.062990
746,747, Motorcycle, 34.42, 8.979222
747,748, Motorcycle, 233.90, 27.517151
748,749, Car, 488.30, 31.730687
749,750, Taxi, 233.68, 23.630546
750,751, Taxi, 235.37, 25.833162
751,752, Motorcycle, 481.87, 38.378908
752,753, Motorcycle, 480.25, 42.168530
753,754, Motorcycle, 362.18, 15.862091
754,755, Medium Vehicle, 481.45, 34.944092
755,756, Car, 102.85, 22.856662
756,757, Taxi, 480.83, 32.783820
757,758, Taxi, 267.46, 15.235178
758,759, Motorcycle, 34.40, 12.383798
759,760, Taxi, 234.59, 27.067650
760,761, Taxi, 51.45, 16.245932
761,762, Taxi, 234.77, 25.457262
762,763, Car, 480.12, 36.931980
763,764, Medium Vehicle, 267.19, 15.316538
764,765, Taxi, 460.93, 38.770136
765,766, Car, 355.95, 15.291465
766,767, Car, 478.56, 22.201037
767,768, Car, 349.27, 14.723394
768,769, Car, 50.57, 18.962027
769,770, Bus, 482.18, 36.776650
770,771, Motorcycle, 344.44, 16.893541
771,772, Car, 350.31, 15.157687
772,773, Car, 52.60, 18.936616
773,774, Taxi, 462.80, 21.305461
774,775, Motorcycle, 18.22, 2.359903
775,776, Car, 348.11, 15.062348
776,777, Motorcycle, 346.76, 17.833336
777,778, Motorcycle, 345.28, 18.333488
778,779, Car, 459.71, 22.304005
779,780, Car, 361.31, 15.124804
780,781, Car, 461.33, 21.852384
781,782, Motorcycle, 455.26, 23.413540
782,783, Car, 479.25, 21.091638
783,784, Car, 181.37, 10.298572
784,785, Car, 351.08, 18.864121
785,786, Motorcycle, 214.73, 17.026924
786,787, Car, 41.60, 3.941131
787,788, Car, 349.69, 11.120926
788,789, Motorcycle, 34.52, 0.903269
789,790, Car, 243.15, 18.864762
790,791, Medium Vehicle, 360.65, 10.892201
791,792, Car, 191.40, 22.226963
792,793, Taxi, 98.66, 9.866370
793,794, Taxi, 181.09, 14.749405
794,795, Motorcycle, 449.93, 38.565616
795,796, Car, 481.61, 30.417412
796,797, Motorcycle, 230.88, 29.898110
797,798, Medium Vehicle, 59.91, 11.351623
798,799, Car, 457.56, 35.809068
799,800, Car, 471.96, 31.580967
800,801, Car, 473.40, 30.873697
801,802, Motorcycle, 101.87, 10.722929
802,803, Motorcycle, 97.26, 10.119253
803,804, Motorcycle, 440.49, 43.565146
804,805, Car, 471.18, 29.551186
805,806, Car, 466.07, 32.020263
806,807, Taxi, 227.21, 28.801845
807,808, Taxi, 481.65, 31.526361
808,809, Car, 460.63, 37.859860
809,810, Car, 60.84, 11.407285
810,811, Car, 468.72, 20.478174
811,812, Car, 474.03, 33.994447
812,813, Motorcycle, 456.51, 42.139462
813,814, Car, 479.39, 20.399511
814,815, Car, 483.71, 30.766304
815,816, Motorcycle, 94.59, 3.331807
816,817, Car, 63.87, 17.159066
817,818, Car, 468.19, 42.137100
818,819, Car, 478.64, 22.148038
819,820, Taxi, 473.67, 20.948337
820,821, Heavy Vehicle, 202.45, 15.775113
821,822, Taxi, 454.49, 22.599003
822,823, Car, 219.35, 17.547868
823,824, Car, 468.84, 21.150712
824,825, Bus, 371.61, 13.877621
825,826, Car, 27.06, 6.765294
826,827, Car, 253.01, 9.628397
827,828, Taxi, 406.15, 23.582695
828,829, Car, 212.67, 17.804702
829,830, Car, 35.35, 12.236411
830,831, Car, 212.14, 11.677222
831,832, Car, 31.34, 4.863400
832,833, Car, 215.37, 11.108092
833,834, Motorcycle, 156.08, 13.314917
834,835, Motorcycle, 413.99, 30.047492
835,836, Car, 478.77, 33.532863
836,837, Motorcycle, 451.34, 50.460264
837,838, Motorcycle, 100.29, 17.357495
838,839, Car, 478.12, 31.524368
839,840, Bus, 479.07, 29.735381
840,841, Taxi, 50.68, 16.586022
841,842, Car, 25.80, 14.511369
842,843, Motorcycle, 213.06, 13.844810
843,844, Motorcycle, 441.61, 52.992695
844,845, Motorcycle, 32.43, 11.446843
845,846, Motorcycle, 436.80, 47.941742
846,847, Motorcycle, 468.05, 48.698520
847,848, Motorcycle, 296.05, 16.447418
848,849, Taxi, 465.60, 41.903885
849,850, Car, 415.92, 23.468714
850,851, Taxi, 203.99, 11.582983
851,852, Bus, 13.20, 0.754417
852,853, Taxi, 441.15, 35.930482
853,854, Medium Vehicle, 463.88, 33.003629
854,855, Car, 220.33, 22.924557
855,856, Car, 206.81, 12.408563
856,857, Taxi, 221.16, 14.268161
857,858, Car, 139.86, 9.795572
858,859, Car, 193.38, 11.920961
859,860, Taxi, 289.36, 17.837358
860,861, Taxi, 87.63, 25.037087
861,862, Car, 183.03, 11.766315
862,863, Taxi, 251.25, 16.326631
863,864, Taxi, 87.57, 5.752674
864,865, Taxi, 209.44, 14.119789
865,866, Taxi, 150.18, 10.124376
866,867, Motorcycle, 210.70, 14.366158
867,868, Car, 196.05, 13.366914
868,869, Car, 199.66, 13.983890
869,870, Taxi, 80.98, 5.738456
870,871, Motorcycle, 175.22, 12.873500
871,872, Motorcycle, 38.25, 4.683202
872,873, Car, 75.03, 5.604158
873,874, Car, 192.21, 14.977421
874,875, Taxi, 271.65, 21.731873
875,876, Car, 193.08, 28.255496
876,877, Car, 67.89, 5.847000
877,878, Car, 85.09, 7.774332
878,879, Motorcycle, 89.64, 8.403301
879,880, Car, 152.01, 15.033822
880,881, Taxi, 64.07, 20.968914
881,882, Car, 62.43, 7.696610
882,883, Medium Vehicle, 51.78, 6.383882
883,884, Taxi, 80.70, 10.017732
884,885, Motorcycle, 319.68, 41.101456
885,886, Motorcycle, 290.50, 38.168162
886,887, Motorcycle, 258.99, 34.532510
887,888, Car, 74.17, 10.270114
888,889, Medium Vehicle, 206.10, 28.758536
889,890, Motorcycle, 269.75, 39.476335
890,891, Car, 172.87, 25.716179
891,892, Taxi, 71.61, 11.307018
892,893, Car, 56.67, 9.106967
893,894, Car, 52.92, 19.051912
894,895, Heavy Vehicle, 152.31, 25.152587
895,896, Heavy Vehicle, 141.16, 23.970741
896,897, Motorcycle, 87.53, 14.863487
897,898, Car, 171.03, 29.889448
898,899, Bus, 117.58, 22.515684
899,900, Motorcycle, 131.60, 26.320022
900,901, Motorcycle, 126.41, 26.457188
901,902, Taxi, 30.90, 8.557196
902,903, Motorcycle, 132.71, 28.437118
903,904, Car, 133.13, 29.583725
904,905, Motorcycle, 165.12, 37.152372
905,906, Car, 118.60, 29.245050
906,907, Motorcycle, 37.66, 9.969678
907,908, Motorcycle, 138.00, 36.529856
908,909, Car, 101.94, 28.670845
909,910, Motorcycle, 59.54, 19.485427
910,911, Car, 94.90, 28.470766
911,912, Medium Vehicle, 61.25, 20.045964
912,913, Car, 103.15, 34.382062
913,914, Car, 85.62, 29.078771
914,915, Car, 28.45, 10.241356
915,916, Car, 81.18, 30.441531
916,917, Car, 36.92, 14.445338
917,918, Car, 78.83, 30.846243
918,919, Motorcycle, 19.50, 9.234518
919,920, Car, 48.97, 24.486209
920,921, Motorcycle, 46.68, 30.007124
921,922, Car, 35.00, 23.335533
